event_id,event_time,journey_id,journey_step,action,user_id,user_tier,device_platform,app_version,network_type,city,search_lat,search_lon,search_radius_km,filter_connector,filter_fast_only,results_returned,nearest_site_id,nearest_distance_km,selected_site_id,site_category,available_bays,total_bays,price_per_kwh,estimated_wait_min,vehicle_soc_pct,range_left_km,reservation_id,reservation_window_min,converted_to_charge,response_time_ms,day_part,is_weekend,is_anomaly
APP_0016168,2026-08-06 16:53:01,JNY_408320519,4,START_CHARGE,USR_39704,FREE,ANDROID,4.2.0,5G,Gurugram,28.4094,77.0424,5.0,ANY,TRUE,2,STN_GGN_01,2.0,STN_GGN_02,MALL,1,5,19.5,4,20.1,83.8,NONE,0,TRUE,293,AFTERNOON,FALSE,FALSE
APP_0004669,2026-08-06 16:53:17,JNY_271798370,3,NAVIGATE,USR_98983,SUBSCRIBER,IOS,4.2.0,4G,Mumbai,19.0965,72.8976,5.0,CCS2,FALSE,1,STN_MUM_01,1.4,STN_MUM_01,MALL,1,5,20.0,15,58.4,177.8,NONE,0,FALSE,445,AFTERNOON,FALSE,FALSE
APP_0004433,2026-08-06 16:53:24,JNY_563247881,2,VIEW_STATION,USR_62226,FREE,IOS,4.2.1,4G,Jaipur,26.8588,75.8181,5.0,ANY,FALSE,2,STN_JPR_02,2.3,STN_JPR_01,MALL,1,5,18.5,20,39.2,124.1,NONE,0,FALSE,425,AFTERNOON,FALSE,FALSE
APP_0023897,2026-08-06 16:53:27,JNY_369147630,1,SEARCH,USR_76166,FREE,IOS,4.2.1,4G,Mumbai,19.117,72.8765,5.0,CCS2,FALSE,1,STN_MUM_02,0.9,NONE,NONE,4,4,12.0,0,17.4,57.3,NONE,0,FALSE,207,AFTERNOON,FALSE,FALSE
APP_0011518,2026-08-06 16:53:36,JNY_848277100,1,SEARCH,USR_44299,SUBSCRIBER,ANDROID,4.2.1,5G,Delhi,28.7173,77.1279,3.0,CCS2,TRUE,3,STN_DEL_03,1.3,NONE,NONE,1,5,21.0,5,18.4,69.1,NONE,0,FALSE,225,AFTERNOON,FALSE,FALSE
APP_0004670,2026-08-06 16:53:51,JNY_271798370,4,RESERVE,USR_98983,SUBSCRIBER,IOS,4.2.0,4G,Mumbai,19.0456,72.8854,5.0,CCS2,FALSE,1,STN_MUM_01,1.4,STN_MUM_01,MALL,1,5,20.0,15,58.4,177.8,RSV_6186663,15,FALSE,343,AFTERNOON,FALSE,FALSE
APP_0004434,2026-08-06 16:54:44,JNY_563247881,3,NAVIGATE,USR_62226,FREE,IOS,4.2.1,4G,Jaipur,26.8349,75.7834,5.0,ANY,FALSE,2,STN_JPR_02,2.3,STN_JPR_01,MALL,1,5,18.5,20,39.2,124.1,NONE,0,FALSE,148,AFTERNOON,FALSE,FALSE
APP_0016135,2026-08-06 16:55:38,JNY_544151701,1,SEARCH,USR_97260,FREE,ANDROID,4.1.6,4G,Jaipur,26.9378,75.7928,5.0,CCS2,FALSE,1,STN_JPR_01,1.6,NONE,NONE,1,5,18.5,7,37.2,142.3,NONE,0,FALSE,154,AFTERNOON,FALSE,FALSE
APP_0029611,2026-08-06 16:56:22,JNY_528762940,4,START_CHARGE,USR_51819,SUBSCRIBER,ANDROID,4.2.0,5G,Gurugram,28.4806,77.0374,10.0,CCS2,TRUE,1,STN_GGN_01,1.6,STN_GGN_01,OFFICE,2,4,14.0,8,16.5,68.0,NONE,0,TRUE,357,AFTERNOON,FALSE,FALSE
APP_0004120,2026-08-06 16:57:43,JNY_510847182,1,SEARCH,USR_68334,FREE,IOS,4.1.6,4G,Delhi,28.5528,77.3803,3.0,CCS2,FALSE,2,STN_DEL_02,1.9,NONE,NONE,1,4,14.0,8,20.8,85.5,NONE,0,FALSE,316,AFTERNOON,FALSE,FALSE
APP_0004671,2026-08-06 16:59:01,JNY_271798370,5,START_CHARGE,USR_98983,SUBSCRIBER,IOS,4.2.0,4G,Mumbai,19.0634,72.8551,5.0,CCS2,FALSE,1,STN_MUM_01,1.4,STN_MUM_01,MALL,1,5,20.0,15,58.4,177.8,RSV_6186663,15,TRUE,213,AFTERNOON,FALSE,FALSE
APP_0029851,2026-08-06 16:59:55,JNY_715924415,5,START_CHARGE,USR_43428,FREE,ANDROID,4.2.1,5G,Bengaluru,13.0005,77.5656,5.0,TYPE2_AC,FALSE,1,STN_BLR_01,0.7,STN_BLR_01,OFFICE,1,4,14.0,13,50.4,162.1,RSV_6750181,20,TRUE,218,AFTERNOON,FALSE,FALSE
APP_0015370,2026-08-06 17:00:20,JNY_748986179,1,SEARCH,USR_44779,FREE,ANDROID,4.2.1,4G,Jaipur,26.9728,75.784,5.0,TYPE2_AC,FALSE,2,STN_JPR_01,1.6,NONE,NONE,1,5,18.5,12,52.5,156.2,NONE,0,FALSE,234,EVENING,FALSE,FALSE
APP_0009864,2026-08-06 17:00:22,JNY_370016337,1,SEARCH,USR_73014,FREE,ANDROID,4.2.0,4G,Jaipur,26.8628,75.7823,5.0,TYPE2_AC,FALSE,1,STN_JPR_02,1.3,NONE,NONE,0,5,21.0,12,47.5,179.4,NONE,0,FALSE,339,EVENING,FALSE,FALSE
APP_0028303,2026-08-06 17:00:26,JNY_614187085,1,SEARCH,USR_10318,FREE,IOS,4.2.1,5G,Mumbai,19.0822,72.8727,5.0,ANY,TRUE,1,STN_MUM_01,4.6,NONE,NONE,2,5,20.0,5,49.0,152.2,NONE,0,FALSE,71,EVENING,FALSE,FALSE
APP_0021771,2026-08-06 17:00:27,JNY_963031307,1,SEARCH,USR_98910,FREE,ANDROID,4.1.6,5G,Mumbai,19.0825,72.8963,5.0,TYPE2_AC,TRUE,2,STN_MUM_01,1.0,NONE,NONE,1,5,20.0,3,30.5,85.7,NONE,0,FALSE,257,EVENING,FALSE,FALSE
APP_0019789,2026-08-06 17:00:32,JNY_209134695,1,SEARCH,USR_78606,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4191,77.0695,10.0,ANY,TRUE,1,STN_GGN_02,6.2,NONE,NONE,2,5,19.5,0,34.2,107.8,NONE,0,FALSE,288,EVENING,FALSE,FALSE
APP_0008911,2026-08-06 17:00:40,JNY_650571413,1,SEARCH,USR_82487,FREE,ANDROID,4.2.1,WIFI,Jaipur,26.9322,75.7765,10.0,CCS2,TRUE,2,STN_JPR_01,2.6,NONE,NONE,4,5,18.5,5,32.6,101.6,NONE,0,FALSE,393,EVENING,FALSE,FALSE
APP_0019790,2026-08-06 17:00:50,JNY_209134695,2,VIEW_STATION,USR_78606,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4021,77.0282,10.0,ANY,TRUE,1,STN_GGN_02,6.2,STN_GGN_02,MALL,2,5,19.5,0,34.2,107.8,NONE,0,FALSE,256,EVENING,FALSE,FALSE
APP_0009865,2026-08-06 17:00:51,JNY_370016337,2,VIEW_STATION,USR_73014,FREE,ANDROID,4.2.0,4G,Jaipur,26.8792,75.8226,5.0,TYPE2_AC,FALSE,1,STN_JPR_02,1.3,STN_JPR_02,HIGHWAY,1,5,21.0,6,47.5,179.4,NONE,0,FALSE,250,EVENING,FALSE,FALSE
APP_0008077,2026-08-06 17:00:58,JNY_655673972,1,SEARCH,USR_94307,FREE,ANDROID,4.2.0,5G,Mumbai,19.1374,72.8872,10.0,CCS2,FALSE,1,STN_MUM_02,9.5,NONE,NONE,4,4,12.0,0,50.5,165.1,NONE,0,FALSE,162,EVENING,FALSE,FALSE
APP_0018933,2026-08-06 17:01:22,JNY_452409044,1,SEARCH,USR_93045,FREE,ANDROID,4.1.6,5G,Delhi,28.6929,77.0712,3.0,CCS2,TRUE,3,STN_DEL_03,0.4,NONE,NONE,2,5,21.0,4,47.9,179.7,NONE,0,FALSE,177,EVENING,FALSE,FALSE
APP_0027618,2026-08-06 17:01:23,JNY_988786401,1,SEARCH,USR_87944,FREE,ANDROID,4.2.0,5G,Delhi,28.5406,77.401,5.0,TYPE2_AC,FALSE,2,STN_DEL_02,2.8,NONE,NONE,1,4,14.0,2,44.6,154.3,NONE,0,FALSE,406,EVENING,FALSE,FALSE
APP_0008912,2026-08-06 17:01:25,JNY_650571413,2,VIEW_STATION,USR_82487,FREE,ANDROID,4.2.1,WIFI,Jaipur,26.912,75.7564,10.0,CCS2,TRUE,2,STN_JPR_01,2.6,STN_JPR_01,MALL,2,5,18.5,0,32.6,101.6,NONE,0,FALSE,263,EVENING,FALSE,FALSE
APP_0028304,2026-08-06 17:01:32,JNY_614187085,2,VIEW_STATION,USR_10318,FREE,IOS,4.2.1,5G,Mumbai,19.0725,72.8697,5.0,ANY,TRUE,1,STN_MUM_01,4.6,STN_MUM_01,MALL,0,5,20.0,6,49.0,152.2,NONE,0,FALSE,60,EVENING,FALSE,FALSE
APP_0021772,2026-08-06 17:01:36,JNY_963031307,2,VIEW_STATION,USR_98910,FREE,ANDROID,4.1.6,5G,Mumbai,19.0859,72.8817,5.0,TYPE2_AC,TRUE,2,STN_MUM_01,1.0,STN_MUM_01,MALL,0,5,20.0,17,30.5,85.7,NONE,0,FALSE,135,EVENING,FALSE,FALSE
APP_0027619,2026-08-06 17:01:48,JNY_988786401,2,VIEW_STATION,USR_87944,FREE,ANDROID,4.2.0,5G,Delhi,28.5593,77.3812,5.0,TYPE2_AC,FALSE,2,STN_DEL_02,2.8,STN_DEL_02,OFFICE,0,4,14.0,21,44.6,154.3,NONE,0,FALSE,241,EVENING,FALSE,FALSE
APP_0018934,2026-08-06 17:01:58,JNY_452409044,2,VIEW_STATION,USR_93045,FREE,ANDROID,4.1.6,5G,Delhi,28.7174,77.0982,3.0,CCS2,TRUE,3,STN_DEL_03,0.4,STN_DEL_01,MALL,1,5,19.5,8,47.9,179.7,NONE,0,FALSE,160,EVENING,FALSE,FALSE
APP_0009866,2026-08-06 17:02:01,JNY_370016337,3,NAVIGATE,USR_73014,FREE,ANDROID,4.2.0,4G,Jaipur,26.8253,75.8412,5.0,TYPE2_AC,FALSE,1,STN_JPR_02,1.3,STN_JPR_02,HIGHWAY,1,5,21.0,6,47.5,179.4,NONE,0,FALSE,311,EVENING,FALSE,FALSE
APP_0019791,2026-08-06 17:02:26,JNY_209134695,3,NAVIGATE,USR_78606,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4189,77.0665,10.0,ANY,TRUE,1,STN_GGN_02,6.2,STN_GGN_02,MALL,2,5,19.5,0,34.2,107.8,NONE,0,FALSE,235,EVENING,FALSE,FALSE
APP_0008913,2026-08-06 17:02:28,JNY_650571413,3,NAVIGATE,USR_82487,FREE,ANDROID,4.2.1,WIFI,Jaipur,26.9088,75.7872,10.0,CCS2,TRUE,2,STN_JPR_01,2.6,STN_JPR_01,MALL,2,5,18.5,0,32.6,101.6,NONE,0,FALSE,368,EVENING,FALSE,FALSE
APP_0031063,2026-08-06 17:02:41,JNY_818667426,1,SEARCH,USR_59019,FREE,ANDROID,4.2.1,4G,Mumbai,19.13,72.8857,5.0,ANY,FALSE,2,STN_MUM_02,3.9,NONE,NONE,4,4,12.0,3,27.3,100.0,NONE,0,FALSE,398,EVENING,FALSE,FALSE
APP_0021709,2026-08-06 17:02:50,JNY_851877098,1,SEARCH,USR_44110,FREE,ANDROID,4.1.2,4G,Gurugram,28.4281,77.0185,10.0,CCS2,TRUE,2,STN_GGN_02,2.7,NONE,NONE,1,5,19.5,9,20.0,62.9,NONE,0,FALSE,209,EVENING,FALSE,FALSE
APP_0003125,2026-08-06 17:02:51,JNY_679713674,1,SEARCH,USR_56230,SUBSCRIBER,ANDROID,4.1.2,5G,Delhi,28.7091,77.1197,5.0,TYPE2_AC,FALSE,2,STN_DEL_03,0.7,NONE,NONE,0,5,21.0,26,47.8,166.2,NONE,0,FALSE,400,EVENING,FALSE,FALSE
APP_0028305,2026-08-06 17:02:57,JNY_614187085,3,NAVIGATE,USR_10318,FREE,IOS,4.2.1,5G,Mumbai,19.1003,72.8577,5.0,ANY,TRUE,1,STN_MUM_01,4.6,STN_MUM_01,MALL,0,5,20.0,6,49.0,152.2,NONE,0,FALSE,207,EVENING,FALSE,FALSE
APP_0021710,2026-08-06 17:03:02,JNY_851877098,2,VIEW_STATION,USR_44110,FREE,ANDROID,4.1.2,4G,Gurugram,28.4157,77.0333,10.0,CCS2,TRUE,2,STN_GGN_02,2.7,STN_GGN_02,MALL,2,5,19.5,0,20.0,62.9,NONE,0,FALSE,275,EVENING,FALSE,FALSE
APP_0018935,2026-08-06 17:03:05,JNY_452409044,3,NAVIGATE,USR_93045,FREE,ANDROID,4.1.6,5G,Delhi,28.7152,77.1054,3.0,CCS2,TRUE,3,STN_DEL_03,0.4,STN_DEL_01,MALL,1,5,19.5,8,47.9,179.7,NONE,0,FALSE,337,EVENING,FALSE,FALSE
APP_0001649,2026-08-06 17:03:35,JNY_868427837,1,SEARCH,USR_33022,SUBSCRIBER,ANDROID,4.2.1,WIFI,Gurugram,28.4139,77.0314,5.0,ANY,FALSE,1,STN_GGN_02,5.0,NONE,NONE,1,5,19.5,9,23.6,66.9,NONE,0,FALSE,183,EVENING,FALSE,FALSE
APP_0007979,2026-08-06 17:03:35,JNY_990169505,1,SEARCH,USR_91885,FREE,ANDROID,4.2.1,4G,Gurugram,28.3887,77.0735,10.0,TYPE2_AC,FALSE,1,STN_GGN_02,8.0,NONE,NONE,2,5,19.5,0,33.9,121.5,NONE,0,FALSE,176,EVENING,FALSE,FALSE
APP_0011118,2026-08-06 17:03:36,JNY_639292966,1,SEARCH,USR_94014,SUBSCRIBER,ANDROID,4.2.1,5G,Delhi,28.7163,77.0602,10.0,TYPE2_AC,FALSE,3,STN_DEL_03,3.7,NONE,NONE,1,5,21.0,26,28.5,92.1,NONE,0,FALSE,232,EVENING,FALSE,FALSE
APP_0031064,2026-08-06 17:03:43,JNY_818667426,2,VIEW_STATION,USR_59019,FREE,ANDROID,4.2.1,4G,Mumbai,19.1014,72.8626,5.0,ANY,FALSE,2,STN_MUM_02,3.9,STN_MUM_01,MALL,0,5,20.0,15,27.3,100.0,NONE,0,FALSE,529,EVENING,FALSE,FALSE
APP_0010762,2026-08-06 17:03:52,JNY_233712944,1,SEARCH,USR_86964,FREE,IOS,4.2.1,5G,Gurugram,28.4594,77.0262,15.0,TYPE2_AC,FALSE,1,STN_GGN_01,13.3,NONE,NONE,0,4,14.0,9,27.4,86.5,NONE,0,FALSE,201,EVENING,FALSE,FALSE
APP_0001650,2026-08-06 17:04:01,JNY_868427837,2,VIEW_STATION,USR_33022,SUBSCRIBER,ANDROID,4.2.1,WIFI,Gurugram,28.4046,77.0615,5.0,ANY,FALSE,1,STN_GGN_02,5.0,STN_GGN_02,MALL,1,5,19.5,2,23.6,66.9,NONE,0,FALSE,332,EVENING,FALSE,FALSE
APP_0011119,2026-08-06 17:04:01,JNY_639292966,2,VIEW_STATION,USR_94014,SUBSCRIBER,ANDROID,4.2.1,5G,Delhi,28.6997,77.1082,10.0,TYPE2_AC,FALSE,3,STN_DEL_03,3.7,STN_DEL_03,HIGHWAY,1,5,21.0,14,28.5,92.1,NONE,0,FALSE,304,EVENING,FALSE,FALSE
APP_0031000,2026-08-06 17:04:06,JNY_457426542,1,SEARCH,USR_30083,FREE,ANDROID,4.2.0,5G,Delhi,28.5247,77.4009,3.0,CCS2,TRUE,2,STN_DEL_02,1.9,NONE,NONE,1,4,14.0,8,47.9,190.3,NONE,0,FALSE,414,EVENING,FALSE,FALSE
APP_0021711,2026-08-06 17:04:08,JNY_851877098,3,NAVIGATE,USR_44110,FREE,ANDROID,4.1.2,4G,Gurugram,28.3998,77.0454,10.0,CCS2,TRUE,2,STN_GGN_02,2.7,STN_GGN_02,MALL,2,5,19.5,0,20.0,62.9,NONE,0,FALSE,390,EVENING,FALSE,FALSE
APP_0010763,2026-08-06 17:04:45,JNY_233712944,2,VIEW_STATION,USR_86964,FREE,IOS,4.2.1,5G,Gurugram,28.4571,77.022,15.0,TYPE2_AC,FALSE,1,STN_GGN_01,13.3,STN_GGN_01,OFFICE,1,4,14.0,4,27.4,86.5,NONE,0,FALSE,221,EVENING,FALSE,FALSE
APP_0001651,2026-08-06 17:05:11,JNY_868427837,3,NAVIGATE,USR_33022,SUBSCRIBER,ANDROID,4.2.1,WIFI,Gurugram,28.4131,77.0361,5.0,ANY,FALSE,1,STN_GGN_02,5.0,STN_GGN_02,MALL,1,5,19.5,2,23.6,66.9,NONE,0,FALSE,185,EVENING,FALSE,FALSE
APP_0026969,2026-08-06 17:05:24,JNY_405893679,1,SEARCH,USR_14418,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4138,77.0649,10.0,CCS2,FALSE,2,STN_GGN_02,2.7,NONE,NONE,0,5,19.5,41,40.4,160.1,NONE,0,FALSE,386,EVENING,FALSE,FALSE
APP_0010764,2026-08-06 17:05:28,JNY_233712944,3,NAVIGATE,USR_86964,FREE,IOS,4.2.1,5G,Gurugram,28.4814,77.0554,15.0,TYPE2_AC,FALSE,1,STN_GGN_01,13.3,STN_GGN_01,OFFICE,1,4,14.0,4,27.4,86.5,NONE,0,FALSE,193,EVENING,FALSE,FALSE
APP_0001652,2026-08-06 17:05:29,JNY_868427837,4,RESERVE,USR_33022,SUBSCRIBER,ANDROID,4.2.1,WIFI,Gurugram,28.4192,77.0557,5.0,ANY,FALSE,1,STN_GGN_02,5.0,STN_GGN_02,MALL,1,5,19.5,2,23.6,66.9,RSV_2851781,45,FALSE,191,EVENING,FALSE,FALSE
APP_0017762,2026-08-06 17:06:20,JNY_663444448,1,SEARCH,USR_72312,FREE,IOS,4.2.0,4G,Bengaluru,12.9761,77.5493,5.0,CCS2,TRUE,1,STN_BLR_01,4.1,NONE,NONE,0,4,14.0,48,23.2,65.1,NONE,0,FALSE,235,EVENING,FALSE,FALSE
APP_0026970,2026-08-06 17:06:24,JNY_405893679,2,VIEW_STATION,USR_14418,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4036,77.0287,10.0,CCS2,FALSE,2,STN_GGN_02,2.7,STN_GGN_02,MALL,0,5,19.5,18,40.4,160.1,NONE,0,FALSE,296,EVENING,FALSE,FALSE
APP_0019471,2026-08-06 17:06:40,JNY_489793358,1,SEARCH,USR_49630,FREE,ANDROID,4.2.0,5G,Delhi,28.692,77.0926,25.0,CHAdeMO,FALSE,1,STN_DEL_03,24.6,NONE,NONE,0,5,21.0,9,60.5,218.3,NONE,0,FALSE,216,EVENING,FALSE,FALSE
APP_0017763,2026-08-06 17:07:05,JNY_663444448,2,VIEW_STATION,USR_72312,FREE,IOS,4.2.0,4G,Bengaluru,13.0007,77.6362,5.0,CCS2,TRUE,1,STN_BLR_01,4.1,STN_BLR_01,OFFICE,1,4,14.0,2,23.2,65.1,NONE,0,FALSE,179,EVENING,FALSE,FALSE
APP_0019472,2026-08-06 17:07:38,JNY_489793358,2,VIEW_STATION,USR_49630,FREE,ANDROID,4.2.0,5G,Delhi,28.7036,77.0977,25.0,CHAdeMO,FALSE,1,STN_DEL_03,24.6,STN_DEL_03,HIGHWAY,0,5,21.0,65,60.5,218.3,NONE,0,FALSE,114,EVENING,FALSE,FALSE
APP_0027601,2026-08-06 17:08:16,JNY_563385869,1,SEARCH,USR_82880,FREE,ANDROID,4.1.2,5G,Delhi,28.7131,77.0981,3.0,CCS2,TRUE,1,STN_DEL_03,0.9,NONE,NONE,1,5,21.0,9,33.7,103.4,NONE,0,FALSE,139,EVENING,FALSE,FALSE
APP_0010765,2026-08-06 17:08:38,JNY_233712944,4,START_CHARGE,USR_86964,FREE,IOS,4.2.1,5G,Gurugram,28.4922,77.0544,15.0,TYPE2_AC,FALSE,1,STN_GGN_01,13.3,STN_GGN_01,OFFICE,1,4,14.0,4,27.4,86.5,NONE,0,TRUE,92,EVENING,FALSE,FALSE
APP_0027602,2026-08-06 17:08:47,JNY_563385869,2,VIEW_STATION,USR_82880,FREE,ANDROID,4.1.2,5G,Delhi,28.7049,77.1068,3.0,CCS2,TRUE,1,STN_DEL_03,0.9,STN_DEL_03,HIGHWAY,0,5,21.0,23,33.7,103.4,NONE,0,FALSE,278,EVENING,FALSE,FALSE
APP_0023237,2026-08-06 17:08:49,JNY_552221576,1,SEARCH,USR_47496,SUBSCRIBER,ANDROID,4.2.0,5G,Mumbai,19.0972,72.8792,5.0,CHAdeMO,FALSE,2,STN_MUM_02,3.3,NONE,NONE,3,4,12.0,0,36.2,114.9,NONE,0,FALSE,334,EVENING,FALSE,FALSE
APP_0023238,2026-08-06 17:09:49,JNY_552221576,2,VIEW_STATION,USR_47496,SUBSCRIBER,ANDROID,4.2.0,5G,Mumbai,19.1023,72.8782,5.0,CHAdeMO,FALSE,2,STN_MUM_02,3.3,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,36.2,114.9,NONE,0,FALSE,163,EVENING,FALSE,FALSE
APP_0019792,2026-08-06 17:09:59,JNY_209134695,4,START_CHARGE,USR_78606,SUBSCRIBER,ANDROID,4.1.6,4G,Gurugram,28.4305,77.0405,10.0,ANY,TRUE,1,STN_GGN_02,6.2,STN_GGN_02,MALL,2,5,19.5,0,34.2,107.8,NONE,0,TRUE,437,EVENING,FALSE,FALSE
APP_0008753,2026-08-06 17:11:09,JNY_474177424,4,START_CHARGE,USR_70880,FREE,ANDROID,4.2.1,5G,Jaipur,26.8724,75.8587,10.0,CCS2,TRUE,2,STN_JPR_02,6.7,STN_JPR_02,HIGHWAY,1,5,21.0,7,37.4,129.4,NONE,0,TRUE,426,EVENING,FALSE,FALSE
APP_0023239,2026-08-06 17:11:20,JNY_552221576,3,NAVIGATE,USR_47496,SUBSCRIBER,ANDROID,4.2.0,5G,Mumbai,19.1151,72.8588,5.0,CHAdeMO,FALSE,2,STN_MUM_02,3.3,STN_MUM_02,RESIDENTIAL,3,4,12.0,0,36.2,114.9,NONE,0,FALSE,181,EVENING,FALSE,FALSE
APP_0001552,2026-08-06 17:11:32,JNY_601970108,1,SEARCH,USR_84231,SUBSCRIBER,ANDROID,4.2.0,4G,Delhi,28.5434,77.4025,10.0,CHAdeMO,FALSE,2,STN_DEL_02,1.2,NONE,NONE,0,4,14.0,25,26.3,95.3,NONE,0,FALSE,218,EVENING,FALSE,FALSE
APP_0003625,2026-08-06 17:11:33,JNY_583233693,1,SEARCH,USR_30179,FREE,ANDROID,4.2.0,5G,Gurugram,28.3909,77.0438,25.0,CHAdeMO,TRUE,1,STN_GGN_02,9.4,NONE,NONE,1,5,19.5,2,55.2,154.8,NONE,0,FALSE,172,EVENING,FALSE,FALSE
APP_0009867,2026-08-06 17:11:34,JNY_370016337,4,START_CHARGE,USR_73014,FREE,ANDROID,4.2.0,4G,Jaipur,26.8624,75.8229,5.0,TYPE2_AC,FALSE,1,STN_JPR_02,1.3,STN_JPR_02,HIGHWAY,1,5,21.0,6,47.5,179.4,NONE,0,TRUE,241,EVENING,FALSE,FALSE
APP_0010107,2026-08-06 17:11:54,JNY_490871200,1,SEARCH,USR_88939,FREE,ANDROID,4.1.6,5G,Delhi,28.7273,77.1071,10.0,CCS2,TRUE,2,STN_DEL_03,3.0,NONE,NONE,1,5,21.0,9,61.4,229.0,NONE,0,FALSE,687,EVENING,FALSE,FALSE
APP_0001553,2026-08-06 17:11:57,JNY_601970108,2,VIEW_STATION,USR_84231,SUBSCRIBER,ANDROID,4.2.0,4G,Delhi,28.5519,77.3374,10.0,CHAdeMO,FALSE,2,STN_DEL_02,1.2,STN_DEL_02,OFFICE,0,4,14.0,18,26.3,95.3,NONE,0,FALSE,730,EVENING,FALSE,FALSE
APP_0028450,2026-08-06 17:12:11,JNY_415395322,1,SEARCH,USR_12217,FREE,ANDROID,4.2.1,5G,Mumbai,19.0989,72.913,10.0,ANY,TRUE,1,STN_MUM_01,5.2,NONE,NONE,1,5,20.0,8,59.7,202.9,NONE,0,FALSE,114,EVENING,FALSE,FALSE
APP_0010108,2026-08-06 17:12:19,JNY_490871200,2,VIEW_STATION,USR_88939,FREE,ANDROID,4.1.6,5G,Delhi,28.7194,77.1243,10.0,CCS2,TRUE,2,STN_DEL_03,3.0,STN_DEL_02,OFFICE,0,4,14.0,26,61.4,229.0,NONE,0,FALSE,112,EVENING,FALSE,FALSE
APP_0017629,2026-08-06 17:12:21,JNY_598950266,1,SEARCH,USR_39705,SUBSCRIBER,ANDROID,4.2.1,4G,Jaipur,26.8575,75.8029,3.0,TYPE2_AC,FALSE,2,STN_JPR_02,1.5,NONE,NONE,2,5,21.0,0,37.1,113.1,NONE,0,FALSE,143,EVENING,FALSE,FALSE
APP_0028451,2026-08-06 17:12:33,JNY_415395322,2,VIEW_STATION,USR_12217,FREE,ANDROID,4.2.1,5G,Mumbai,19.0561,72.8704,10.0,ANY,TRUE,1,STN_MUM_01,5.2,STN_MUM_01,MALL,0,5,20.0,52,59.7,202.9,NONE,0,FALSE,274,EVENING,FALSE,FALSE
APP_0010109,2026-08-06 17:13:06,JNY_490871200,3,NAVIGATE,USR_88939,FREE,ANDROID,4.1.6,5G,Delhi,28.7013,77.1052,10.0,CCS2,TRUE,2,STN_DEL_03,3.0,STN_DEL_02,OFFICE,0,4,14.0,26,61.4,229.0,NONE,0,FALSE,102,EVENING,FALSE,FALSE
APP_0028485,2026-08-06 17:13:17,JNY_906193801,1,SEARCH,USR_55233,FREE,ANDROID,4.2.1,5G,Delhi,28.6451,77.2218,3.0,CHAdeMO,FALSE,3,STN_DEL_01,1.5,NONE,NONE,1,5,19.5,7,25.1,89.1,NONE,0,FALSE,345,EVENING,FALSE,FALSE
APP_0028486,2026-08-06 17:13:27,JNY_906193801,2,VIEW_STATION,USR_55233,FREE,ANDROID,4.2.1,5G,Delhi,28.6287,77.1743,3.0,CHAdeMO,FALSE,3,STN_DEL_01,1.5,STN_DEL_01,MALL,1,5,19.5,2,25.1,89.1,NONE,0,FALSE,188,EVENING,FALSE,FALSE
APP_0001554,2026-08-06 17:13:41,JNY_601970108,3,NAVIGATE,USR_84231,SUBSCRIBER,ANDROID,4.2.0,4G,Delhi,28.504,77.3995,10.0,CHAdeMO,FALSE,2,STN_DEL_02,1.2,STN_DEL_02,OFFICE,0,4,14.0,18,26.3,95.3,NONE,0,FALSE,319,EVENING,FALSE,FALSE
APP_0001555,2026-08-06 17:13:51,JNY_601970108,4,RESERVE,USR_84231,SUBSCRIBER,ANDROID,4.2.0,4G,Delhi,28.5414,77.394,10.0,CHAdeMO,FALSE,2,STN_DEL_02,1.2,STN_DEL_02,OFFICE,0,4,14.0,18,26.3,95.3,RSV_8200729,20,FALSE,168,EVENING,FALSE,FALSE
APP_0028487,2026-08-06 17:14:00,JNY_906193801,3,NAVIGATE,USR_55233,FREE,ANDROID,4.2.1,5G,Delhi,28.5935,77.1899,3.0,CHAdeMO,FALSE,3,STN_DEL_01,1.5,STN_DEL_01,MALL,1,5,19.5,2,25.1,89.1,NONE,0,FALSE,181,EVENING,FALSE,FALSE
APP_0015454,2026-08-06 17:15:31,JNY_470243635,1,SEARCH,USR_51040,FREE,ANDROID,4.2.0,5G,Gurugram,28.3759,77.0424,3.0,ANY,FALSE,1,STN_GGN_02,2.5,NONE,NONE,3,5,19.5,0,35.5,135.4,NONE,0,FALSE,330,EVENING,FALSE,FALSE
APP_0030145,2026-08-06 17:15:47,JNY_593273181,1,SEARCH,USR_44556,FREE,ANDROID,4.2.0,4G,Bengaluru,12.9567,77.5639,5.0,TYPE2_AC,FALSE,1,STN_BLR_01,4.3,NONE,NONE,2,4,14.0,0,27.1,98.3,NONE,0,FALSE,115,EVENING,FALSE,FALSE
