event_time,selected_site_id,city,site_category,day_part,is_weekend,total_bays,operational_bays,occupied_bays,available_bays,active_chargers,queue_length,utilization_pct,estimated_wait_min,average_session_duration_min,price_per_kwh,is_fast_charger_site,incident_flag,incident_type
2026-08-06 22:00:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,37.01,13.79,False,False,NONE
2026-08-06 22:00:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,1,60.0,7.93,43.28,20.84,True,False,NONE
2026-08-06 22:00:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,2.09,36.12,14.05,False,False,NONE
2026-08-06 22:00:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.39,33.55,19.4,True,False,NONE
2026-08-06 22:00:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,1,80.0,6.96,33.28,18.6,True,False,NONE
2026-08-06 22:00:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,41.39,20.96,True,False,NONE
2026-08-06 22:00:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,32.8,20.08,True,False,NONE
2026-08-06 22:00:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,1.05,27.72,12.05,False,False,NONE
2026-08-06 22:05:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,1.4,40.54,14.1,False,False,NONE
2026-08-06 22:05:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,29.6,19.37,True,False,NONE
2026-08-06 22:05:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,1.45,41.03,14.02,False,False,NONE
2026-08-06 22:05:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.15,38.97,20.97,True,False,NONE
2026-08-06 22:05:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.93,37.07,13.94,False,False,NONE
2026-08-06 22:05:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.18,32.83,19.64,True,False,NONE
2026-08-06 22:05:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,4,80.0,24.69,31.48,18.58,True,False,NONE
2026-08-06 22:05:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,1.59,42.71,21.05,True,False,NONE
2026-08-06 22:05:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,32.7,19.93,True,False,NONE
2026-08-06 22:05:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,31.2,12.0,False,False,NONE
2026-08-06 22:10:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.45,36.26,14.0,False,False,NONE
2026-08-06 22:10:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,32.04,19.47,True,False,NONE
2026-08-06 22:10:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,36.41,13.99,False,False,NONE
2026-08-06 22:10:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,2,60.0,19.37,45.5,20.85,True,False,NONE
2026-08-06 22:10:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,1.37,38.06,14.01,False,False,NONE
2026-08-06 22:10:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,33.06,19.58,True,False,NONE
2026-08-06 22:10:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,1,80.0,6.5,32.1,18.46,True,False,NONE
2026-08-06 22:10:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,1.24,42.11,20.86,True,False,NONE
2026-08-06 22:10:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,1,60.0,7.21,34.0,20.21,True,False,NONE
2026-08-06 22:10:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,27.26,11.92,False,False,NONE
2026-08-06 22:15:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,1.19,38.66,14.04,False,False,NONE
2026-08-06 22:15:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,33.88,19.14,True,False,NONE
2026-08-06 22:15:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,40.2,14.17,False,False,NONE
2026-08-06 22:15:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,2.53,39.44,21.03,True,False,NONE
2026-08-06 22:15:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,34.98,13.89,False,False,NONE
2026-08-06 22:15:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,26.53,19.59,True,False,NONE
2026-08-06 22:15:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,1,80.0,7.93,32.52,18.58,True,False,NONE
2026-08-06 22:15:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,2.27,35.57,21.33,True,False,NONE
2026-08-06 22:15:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.01,33.46,19.99,True,False,NONE
2026-08-06 22:15:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.41,32.24,12.03,False,False,NONE
2026-08-06 22:20:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,37.51,14.12,False,False,NONE
2026-08-06 22:20:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,1,60.0,4.94,30.86,19.3,True,False,NONE
2026-08-06 22:20:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.24,41.69,13.94,False,False,NONE
2026-08-06 22:20:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,42.55,20.98,True,False,NONE
2026-08-06 22:20:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,39.43,14.06,False,False,NONE
2026-08-06 22:20:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.58,30.98,19.51,True,False,NONE
2026-08-06 22:20:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,0,80.0,0.0,33.66,18.6,True,False,NONE
2026-08-06 22:20:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,38.15,20.96,True,False,NONE
2026-08-06 22:20:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.08,30.32,20.4,True,False,NONE
2026-08-06 22:20:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,29.66,12.0,False,False,NONE
2026-08-06 22:25:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,40.99,14.04,False,False,NONE
2026-08-06 22:25:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,1,60.0,6.41,32.3,19.45,True,False,NONE
2026-08-06 22:25:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,39.71,13.95,False,False,NONE
2026-08-06 22:25:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,1,60.0,9.42,42.78,21.35,True,False,NONE
2026-08-06 22:25:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,37.92,14.09,False,False,NONE
2026-08-06 22:25:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.33,34.06,19.63,True,False,NONE
2026-08-06 22:25:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,3,80.0,20.31,33.82,18.48,True,False,NONE
2026-08-06 22:25:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,1,60.0,8.51,38.2,20.79,True,False,NONE
2026-08-06 22:25:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,1,60.0,6.36,29.78,19.93,True,False,NONE
2026-08-06 22:25:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,32.0,11.86,False,False,NONE
2026-08-06 22:30:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,38.35,13.91,False,False,NONE
2026-08-06 22:30:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.06,32.38,19.64,True,False,NONE
2026-08-06 22:30:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,37.14,14.03,False,False,NONE
2026-08-06 22:30:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,4,1,1,2,80.0,19.22,46.38,20.72,True,False,NONE
2026-08-06 22:30:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,37.07,13.95,False,False,NONE
2026-08-06 22:30:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.92,34.5,19.47,True,False,NONE
2026-08-06 22:30:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.8,31.88,18.57,True,False,NONE
2026-08-06 22:30:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,1.81,39.19,20.93,True,False,NONE
2026-08-06 22:30:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,32.62,20.05,True,False,NONE
2026-08-06 22:30:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.69,30.78,12.1,False,False,NONE
2026-08-06 22:35:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.0,36.5,13.86,False,False,NONE
2026-08-06 22:35:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.77,33.27,19.3,True,False,NONE
2026-08-06 22:35:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,1,25.0,9.27,38.45,14.03,False,False,NONE
2026-08-06 22:35:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,1.34,42.24,21.14,True,False,NONE
2026-08-06 22:35:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,39.45,14.06,False,False,NONE
2026-08-06 22:35:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,31.63,19.43,True,False,NONE
2026-08-06 22:35:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,35.86,18.46,True,False,NONE
2026-08-06 22:35:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.83,39.65,21.03,True,False,NONE
2026-08-06 22:35:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.7,30.29,20.02,True,False,NONE
2026-08-06 22:35:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,1.71,31.27,11.95,False,False,NONE
2026-08-06 22:40:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,1.22,31.72,13.94,False,False,NONE
2026-08-06 22:40:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.1,34.45,19.83,True,False,NONE
2026-08-06 22:40:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,1.24,37.86,14.13,False,False,NONE
2026-08-06 22:40:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.1,42.55,21.01,True,False,NONE
2026-08-06 22:40:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,2,2,2,1,50.0,9.87,37.35,13.94,False,False,NONE
2026-08-06 22:40:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.63,32.05,19.66,True,False,NONE
2026-08-06 22:40:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,0,80.0,0.0,32.01,18.49,True,False,NONE
2026-08-06 22:40:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,41.15,20.89,True,False,NONE
2026-08-06 22:40:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.85,30.78,19.86,True,False,NONE
2026-08-06 22:40:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,26.71,11.81,False,False,NONE
2026-08-06 22:45:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,2.05,39.28,13.98,False,False,NONE
2026-08-06 22:45:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,2,60.0,13.61,30.91,19.51,True,False,NONE
2026-08-06 22:45:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,1,25.0,9.51,39.11,14.06,False,False,NONE
2026-08-06 22:45:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.44,41.06,20.8,True,False,NONE
2026-08-06 22:45:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.88,39.17,13.91,False,False,NONE
2026-08-06 22:45:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,1.05,29.69,19.63,True,False,NONE
2026-08-06 22:45:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,0,80.0,0.0,30.51,18.59,True,False,NONE
2026-08-06 22:45:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,45.27,20.81,True,False,NONE
2026-08-06 22:45:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,31.86,19.96,True,False,NONE
2026-08-06 22:45:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.0,30.78,11.91,False,False,NONE
2026-08-06 22:50:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,39.25,14.0,False,False,NONE
2026-08-06 22:50:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.02,31.31,19.44,True,False,NONE
2026-08-06 22:50:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,2,2,2,0,50.0,0.0,38.7,13.9,False,False,NONE
2026-08-06 22:50:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,3,2,2,1,60.0,8.76,40.02,21.18,True,False,NONE
2026-08-06 22:50:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,1.6,33.55,14.02,False,False,NONE
2026-08-06 22:50:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,32.22,19.27,True,False,NONE
2026-08-06 22:50:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,1,80.0,7.29,31.92,18.53,True,False,NONE
2026-08-06 22:50:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,1.06,44.33,20.8,True,False,NONE
2026-08-06 22:50:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,30.64,19.84,True,False,NONE
2026-08-06 22:50:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.21,31.71,11.92,False,False,NONE
2026-08-06 22:55:00,STN_BLR_01,Bengaluru,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,1.07,38.23,14.08,False,False,NONE
2026-08-06 22:55:00,STN_DEL_01,Delhi,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,30.46,19.9,True,False,NONE
2026-08-06 22:55:00,STN_DEL_02,Delhi,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.27,34.92,13.95,False,False,NONE
2026-08-06 22:55:00,STN_DEL_03,Delhi,HIGHWAY,EVENING,False,5,5,4,1,1,1,80.0,7.77,43.27,20.78,True,False,NONE
2026-08-06 22:55:00,STN_GGN_01,Gurugram,OFFICE,EVENING,False,4,4,1,3,3,0,25.0,0.08,36.39,14.15,False,False,NONE
2026-08-06 22:55:00,STN_GGN_02,Gurugram,MALL,EVENING,False,5,5,3,2,2,0,60.0,0.0,28.43,19.83,True,False,NONE
2026-08-06 22:55:00,STN_JPR_01,Jaipur,MALL,EVENING,False,5,5,4,1,1,1,80.0,6.97,29.48,18.18,True,False,NONE
2026-08-06 22:55:00,STN_JPR_02,Jaipur,HIGHWAY,EVENING,False,5,5,3,2,2,0,60.0,0.0,38.49,21.04,True,False,NONE
2026-08-06 22:55:00,STN_MUM_01,Mumbai,MALL,EVENING,False,5,5,3,2,2,1,60.0,5.07,28.94,20.03,True,False,NONE
2026-08-06 22:55:00,STN_MUM_02,Mumbai,RESIDENTIAL,EVENING,False,4,4,2,2,2,0,50.0,0.9,31.74,11.96,False,False,NONE
2026-08-06 23:00:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,2,2,2,0,50.0,0.1,40.88,14.07,False,False,NONE
2026-08-06 23:00:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,3,2,2,0,60.0,1.14,32.24,19.68,True,False,NONE
2026-08-06 23:00:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.43,40.86,14.03,False,False,NONE
2026-08-06 23:00:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,4,1,1,1,80.0,9.07,43.87,20.9,True,False,NONE
2026-08-06 23:00:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.29,38.56,14.02,False,False,NONE
2026-08-06 23:00:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,32.98,19.4,True,False,NONE
2026-08-06 23:00:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,4,1,1,3,80.0,17.79,31.38,18.58,True,False,NONE
2026-08-06 23:00:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,37.02,21.11,True,False,NONE
2026-08-06 23:00:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,30.6,20.06,True,False,NONE
2026-08-06 23:00:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,1.14,30.2,12.09,False,False,NONE
2026-08-06 23:05:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.73,42.69,13.9,False,False,NONE
2026-08-06 23:05:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,3,2,2,1,60.0,6.62,30.1,19.41,True,False,NONE
2026-08-06 23:05:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,11.86,41.73,14.1,False,False,NONE
2026-08-06 23:05:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,45.33,20.99,True,False,NONE
2026-08-06 23:05:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.46,13.96,False,False,NONE
2026-08-06 23:05:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,31.29,19.49,True,False,NONE
2026-08-06 23:05:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,30.79,18.61,True,False,NONE
2026-08-06 23:05:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.26,44.32,20.75,True,False,NONE
2026-08-06 23:05:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,32.57,19.88,True,False,NONE
2026-08-06 23:05:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,1.23,29.33,11.94,False,False,NONE
2026-08-06 23:10:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,39.05,14.29,False,False,NONE
2026-08-06 23:10:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,34.27,19.17,True,False,NONE
2026-08-06 23:10:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.02,38.23,13.93,False,False,NONE
2026-08-06 23:10:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,41.94,20.84,True,False,NONE
2026-08-06 23:10:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.21,38.58,13.99,False,False,NONE
2026-08-06 23:10:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,33.45,19.6,True,False,NONE
2026-08-06 23:10:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,34.32,18.54,True,False,NONE
2026-08-06 23:10:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,45.07,20.73,True,False,NONE
2026-08-06 23:10:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,34.46,20.05,True,False,NONE
2026-08-06 23:10:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,1.09,29.9,11.92,False,False,NONE
2026-08-06 23:15:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,9.06,36.62,14.06,False,False,NONE
2026-08-06 23:15:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,33.82,19.62,True,False,NONE
2026-08-06 23:15:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,35.91,14.13,False,False,NONE
2026-08-06 23:15:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.28,41.69,20.93,True,False,NONE
2026-08-06 23:15:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,34.62,14.05,False,False,NONE
2026-08-06 23:15:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.0,32.76,19.52,True,False,NONE
2026-08-06 23:15:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,3,2,2,0,60.0,0.82,28.36,18.62,True,False,NONE
2026-08-06 23:15:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.0,42.68,21.0,True,False,NONE
2026-08-06 23:15:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.97,33.19,20.36,True,False,NONE
2026-08-06 23:15:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.0,30.59,12.19,False,False,NONE
2026-08-06 23:20:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,1,25.0,9.03,35.83,13.99,False,False,NONE
2026-08-06 23:20:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.7,30.6,19.7,True,False,NONE
2026-08-06 23:20:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,2.32,38.88,14.11,False,False,NONE
2026-08-06 23:20:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,1.51,40.57,21.09,True,False,NONE
2026-08-06 23:20:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,2.24,33.7,13.97,False,False,NONE
2026-08-06 23:20:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,3,2,2,0,60.0,1.59,31.86,19.66,True,False,NONE
2026-08-06 23:20:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.02,18.45,True,False,NONE
2026-08-06 23:20:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,1,60.0,7.63,39.88,21.03,True,False,NONE
2026-08-06 23:20:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,1,40.0,6.78,34.27,19.97,True,False,NONE
2026-08-06 23:20:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.35,28.83,11.9,False,False,NONE
2026-08-06 23:25:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,34.01,13.95,False,False,NONE
2026-08-06 23:25:00,STN_DEL_01,Delhi,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.83,19.63,True,False,NONE
2026-08-06 23:25:00,STN_DEL_02,Delhi,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,37.32,14.1,False,False,NONE
2026-08-06 23:25:00,STN_DEL_03,Delhi,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.36,44.18,21.05,True,False,NONE
2026-08-06 23:25:00,STN_GGN_01,Gurugram,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.0,41.17,14.1,False,False,NONE
2026-08-06 23:25:00,STN_GGN_02,Gurugram,MALL,NIGHT,False,5,5,2,3,3,0,40.0,1.27,31.21,19.34,True,False,NONE
2026-08-06 23:25:00,STN_JPR_01,Jaipur,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.31,34.06,18.61,True,False,NONE
2026-08-06 23:25:00,STN_JPR_02,Jaipur,HIGHWAY,NIGHT,False,5,5,3,2,2,0,60.0,0.78,40.51,20.94,True,False,NONE
2026-08-06 23:25:00,STN_MUM_01,Mumbai,MALL,NIGHT,False,5,5,2,3,3,0,40.0,0.0,32.79,19.73,True,False,NONE
2026-08-06 23:25:00,STN_MUM_02,Mumbai,RESIDENTIAL,NIGHT,False,4,4,2,2,2,0,50.0,0.31,29.44,12.09,False,False,NONE
2026-08-06 23:30:00,STN_BLR_01,Bengaluru,OFFICE,NIGHT,False,4,4,1,3,3,0,25.0,0.19,34.59,14.04,False,False,NONE
