charging_session_id,event_time,charge_start_time,charge_end_time,journey_id,user_id,selected_site_id,city,site_category,vehicle_soc_start_pct,target_soc_pct,battery_capacity_kwh,charger_connector,charger_power_kw,is_fast_charger,energy_required_kwh,energy_delivered_kwh,expected_charge_duration_min,actual_charge_duration_min,delay_ratio,availability_ratio_at_start,estimated_wait_at_start_min,operating_condition,operational_anomaly,severe_delay,day_part,is_weekend
CHG_DAF86207D1,2026-08-04 15:19:32,2026-08-04 15:19:32,2026-08-04 16:26:01,JNY_228949806,USR_17441,STN_MUM_02,Mumbai,RESIDENTIAL,37.3,95.0,90.0,CCS2,60.0,True,51.93,49.48,66.36,66.49,1.002,0.5,2.0,NORMAL,False,False,AFTERNOON,False
CHG_DA2F4AF329,2026-08-04 15:26:13,2026-08-04 15:26:13,2026-08-04 15:52:09,JNY_158351241,USR_26407,STN_BLR_01,Bengaluru,OFFICE,31.1,85.0,78.7,CCS2,150.0,True,42.42,40.05,19.8,25.94,1.31,0.5,0.0,MINOR_SLOWDOWN,True,False,AFTERNOON,False
CHG_C03500CFF4,2026-08-04 15:26:57,2026-08-04 15:26:57,2026-08-04 15:54:41,JNY_633040961,USR_64998,STN_BLR_01,Bengaluru,OFFICE,22.0,80.0,56.6,CCS2,120.0,True,32.83,30.22,18.24,27.74,1.521,0.25,15.0,NORMAL,False,True,AFTERNOON,False
CHG_648E262B4B,2026-08-04 15:27:46,2026-08-04 15:27:46,2026-08-04 15:57:07,JNY_140415580,USR_99095,STN_DEL_03,Delhi,HIGHWAY,47.4,80.0,77.4,CCS2,60.0,True,25.23,24.13,28.04,29.35,1.047,0.6,0.0,NORMAL,False,False,AFTERNOON,False
CHG_8205EBB034,2026-08-04 15:29:20,2026-08-04 15:29:20,2026-08-04 16:01:09,JNY_958776324,USR_51478,STN_BLR_01,Bengaluru,OFFICE,41.7,90.0,63.4,CHAdeMO,75.0,True,30.62,29.84,29.94,31.82,1.063,0.5,0.0,NORMAL,False,False,AFTERNOON,False
CHG_4276E809AB,2026-08-04 15:29:54,2026-08-04 15:29:54,2026-08-04 21:25:03,JNY_785293314,USR_34974,STN_DEL_02,Delhi,OFFICE,30.0,85.0,78.1,TYPE2_AC,11.0,False,42.95,41.39,273.35,355.16,1.299,0.25,7.0,NORMAL,False,False,AFTERNOON,False
CHG_2F7A994132,2026-08-04 15:30:14,2026-08-04 15:30:14,2026-08-04 16:26:49,JNY_448552368,USR_43563,STN_DEL_02,Delhi,OFFICE,26.0,80.0,66.8,CHAdeMO,50.0,True,36.07,34.94,48.1,56.59,1.177,0.25,2.0,NORMAL,False,False,AFTERNOON,False
CHG_FDFEE514D6,2026-08-04 15:30:30,2026-08-04 15:30:30,2026-08-04 15:49:29,JNY_630055332,USR_80680,STN_GGN_02,Gurugram,MALL,44.6,85.0,68.6,CCS2,120.0,True,27.71,26.64,16.17,18.99,1.175,0.6,0.0,MINOR_SLOWDOWN,True,False,AFTERNOON,False
CHG_3CABA328DB,2026-08-04 15:35:05,2026-08-04 15:35:05,2026-08-04 16:39:25,JNY_160213365,USR_88232,STN_BLR_01,Bengaluru,OFFICE,32.9,85.0,83.7,CCS2,60.0,True,43.61,40.98,50.88,64.35,1.265,0.25,11.0,NORMAL,False,False,AFTERNOON,False
CHG_630AA9EFA7,2026-08-04 15:41:19,2026-08-04 15:41:19,2026-08-04 16:03:15,JNY_407041714,USR_36670,STN_GGN_01,Gurugram,OFFICE,34.4,80.0,90.0,CCS2,150.0,True,41.04,38.65,18.24,21.95,1.203,0.5,9.0,NORMAL,False,False,AFTERNOON,False
CHG_77140F335B,2026-08-04 15:42:37,2026-08-04 15:42:37,2026-08-04 15:55:52,JNY_929960657,USR_80701,STN_MUM_02,Mumbai,RESIDENTIAL,26.5,80.0,59.4,CCS2,150.0,True,31.78,30.66,14.12,13.26,0.939,1.0,0.0,NORMAL,False,False,AFTERNOON,False
CHG_B0D15A55C8,2026-08-04 15:44:50,2026-08-04 15:44:50,2026-08-04 16:30:05,JNY_353029987,USR_15489,STN_DEL_01,Delhi,MALL,50.9,85.0,80.7,CHAdeMO,50.0,True,27.52,26.25,38.53,45.26,1.175,0.8,0.0,MINOR_SLOWDOWN,True,False,AFTERNOON,False
CHG_BAA2B5EF23,2026-08-04 15:48:32,2026-08-04 15:48:32,2026-08-04 16:10:34,JNY_652142802,USR_72949,STN_DEL_01,Delhi,MALL,40.9,95.0,66.1,CCS2,120.0,True,35.76,34.99,22.85,22.04,0.965,0.8,2.0,NORMAL,False,False,AFTERNOON,False
CHG_A0CEB2F3FF,2026-08-04 15:57:09,2026-08-04 15:57:09,2026-08-04 16:25:46,JNY_588367105,USR_30254,STN_DEL_02,Delhi,OFFICE,58.4,85.0,90.0,CCS2,60.0,True,23.94,22.47,27.93,28.62,1.025,0.75,0.0,NORMAL,False,False,AFTERNOON,False
CHG_0C00325839,2026-08-04 15:58:08,2026-08-04 15:58:08,2026-08-04 16:08:15,JNY_502954591,USR_88789,STN_MUM_02,Mumbai,RESIDENTIAL,54.2,80.0,80.6,CCS2,150.0,True,20.79,20.06,9.24,10.13,1.096,0.75,0.0,NORMAL,False,False,AFTERNOON,False
CHG_CA1E886868,2026-08-04 16:05:35,2026-08-04 16:05:35,2026-08-04 16:48:41,JNY_575507978,USR_42415,STN_GGN_01,Gurugram,OFFICE,37.4,80.0,74.7,CCS2,60.0,True,31.82,30.05,35.36,43.1,1.219,0.5,11.0,NORMAL,False,False,AFTERNOON,False
CHG_37E8DDC33F,2026-08-04 16:06:54,2026-08-04 16:06:54,2026-08-04 16:31:23,JNY_498873222,USR_47229,STN_DEL_01,Delhi,MALL,38.9,90.0,68.3,CCS2,120.0,True,34.9,33.38,21.33,24.48,1.148,0.4,5.0,NORMAL,False,False,AFTERNOON,False
CHG_F7A4B16FE1,2026-08-04 16:08:05,2026-08-04 16:08:05,2026-08-04 16:25:33,JNY_151011474,USR_44879,STN_GGN_02,Gurugram,MALL,46.1,80.0,87.4,CCS2,150.0,True,29.63,28.74,13.17,17.47,1.327,0.4,4.0,MINOR_SLOWDOWN,True,False,AFTERNOON,False
CHG_C33EA22318,2026-08-04 16:19:03,2026-08-04 16:19:03,2026-08-04 17:02:56,JNY_866636891,USR_29879,STN_MUM_01,Mumbai,MALL,12.6,80.0,90.0,CCS2,90.0,True,60.66,58.92,44.93,43.89,0.977,0.6,0.0,NORMAL,False,False,AFTERNOON,False
CHG_A684D96E90,2026-08-04 16:23:44,2026-08-04 16:23:44,2026-08-04 17:00:26,JNY_588691591,USR_33054,STN_GGN_01,Gurugram,OFFICE,25.9,85.0,81.7,CCS2,120.0,True,48.28,47.43,28.17,36.71,1.303,0.25,9.0,NORMAL,False,False,AFTERNOON,False
CHG_DC16FA34BB,2026-08-04 16:30:55,2026-08-04 16:30:55,2026-08-04 17:12:55,JNY_950334254,USR_29625,STN_BLR_01,Bengaluru,OFFICE,20.8,80.0,77.5,CCS2,90.0,True,45.88,44.94,33.99,42.0,1.236,0.25,7.0,NORMAL,False,False,AFTERNOON,False
CHG_0E84C4DA5A,2026-08-04 16:31:17,2026-08-04 16:31:17,2026-08-04 21:35:04,JNY_498664928,USR_69862,STN_JPR_02,Jaipur,HIGHWAY,29.7,80.0,82.7,TYPE2_AC,11.0,False,41.6,39.95,252.11,303.79,1.205,0.2,7.0,NORMAL,False,False,AFTERNOON,False
CHG_9B51939678,2026-08-04 16:31:50,2026-08-04 16:31:50,2026-08-04 17:15:21,JNY_654541381,USR_71494,STN_BLR_01,Bengaluru,OFFICE,31.1,85.0,64.9,CHAdeMO,75.0,True,34.98,33.85,32.65,43.53,1.333,0.5,11.0,NORMAL,False,False,AFTERNOON,False
CHG_AB6C936319,2026-08-04 16:32:41,2026-08-04 16:32:41,2026-08-04 17:10:40,JNY_372993746,USR_66559,STN_MUM_02,Mumbai,RESIDENTIAL,24.8,90.0,58.1,CHAdeMO,75.0,True,37.88,35.48,37.04,37.98,1.026,1.0,0.0,NORMAL,False,False,AFTERNOON,False
CHG_4A7FA93B9A,2026-08-04 16:33:49,2026-08-04 16:33:49,2026-08-04 17:48:12,JNY_660972149,USR_55823,STN_DEL_03,Delhi,HIGHWAY,17.1,85.0,63.2,CHAdeMO,50.0,True,42.91,41.68,60.08,74.39,1.238,0.2,4.0,NORMAL,False,False,AFTERNOON,False
CHG_7E32B47A67,2026-08-04 16:34:36,2026-08-04 16:34:36,2026-08-04 20:07:57,JNY_891855162,USR_41070,STN_JPR_01,Jaipur,MALL,19.9,85.0,84.8,TYPE2_AC,22.0,False,55.2,52.07,175.65,213.36,1.215,0.2,5.0,NORMAL,False,False,AFTERNOON,False
CHG_D525627720,2026-08-04 16:35:14,2026-08-04 16:35:14,2026-08-04 16:48:44,JNY_886946456,USR_67540,STN_JPR_01,Jaipur,MALL,37.4,80.0,65.9,CCS2,150.0,True,28.07,27.2,12.48,13.51,1.083,0.4,0.0,NORMAL,False,False,AFTERNOON,False
CHG_02A0F3D3B6,2026-08-04 16:37:57,2026-08-04 16:37:57,2026-08-04 17:21:20,JNY_284536069,USR_57519,STN_DEL_03,Delhi,HIGHWAY,40.9,90.0,90.0,CCS2,90.0,True,44.19,42.6,36.01,43.39,1.205,0.2,6.0,NORMAL,False,False,AFTERNOON,False
CHG_A06CFC53DD,2026-08-04 16:39:16,2026-08-04 16:39:16,2026-08-04 17:15:10,JNY_471574241,USR_17018,STN_DEL_01,Delhi,MALL,31.6,90.0,80.1,CCS2,120.0,True,46.78,45.16,28.59,35.9,1.256,0.2,9.0,NORMAL,False,False,AFTERNOON,False
CHG_308F47AB5A,2026-08-04 16:39:57,2026-08-04 16:39:57,2026-08-04 17:20:04,JNY_365962547,USR_71799,STN_MUM_02,Mumbai,RESIDENTIAL,16.9,85.0,90.0,CCS2,120.0,True,61.29,58.54,35.75,40.13,1.122,0.5,0.0,NORMAL,False,False,AFTERNOON,False
CHG_8B2AF02E7D,2026-08-04 16:40:39,2026-08-04 16:40:39,2026-08-04 17:58:30,JNY_700906937,USR_32006,STN_MUM_02,Mumbai,RESIDENTIAL,50.9,80.0,82.2,TYPE2_AC,22.0,False,23.92,22.73,72.49,77.86,1.074,0.75,4.0,NORMAL,False,False,AFTERNOON,False
CHG_C8699641C2,2026-08-04 16:43:36,2026-08-04 16:43:36,2026-08-04 17:38:00,JNY_548160392,USR_77321,STN_DEL_01,Delhi,MALL,21.8,85.0,61.1,CHAdeMO,50.0,True,38.62,36.65,54.06,54.4,1.006,0.6,0.0,NORMAL,False,False,AFTERNOON,False
CHG_714FD9435D,2026-08-04 16:51:29,2026-08-04 16:51:29,2026-08-04 21:34:15,JNY_382489602,USR_84416,STN_JPR_02,Jaipur,HIGHWAY,21.1,85.0,71.7,TYPE2_AC,11.0,False,45.82,43.96,291.56,282.77,0.97,0.4,0.0,NORMAL,False,False,AFTERNOON,False
CHG_383ED6FB65,2026-08-04 16:51:34,2026-08-04 16:51:34,2026-08-04 17:12:43,JNY_868293775,USR_19713,STN_DEL_01,Delhi,MALL,51.4,90.0,62.6,CCS2,120.0,True,24.16,23.52,14.77,21.16,1.433,0.4,0.0,POWER_LIMITATION,True,False,AFTERNOON,False
CHG_FBEB9CE1A0,2026-08-04 16:52:33,2026-08-04 16:52:33,2026-08-04 20:45:47,JNY_558231805,USR_20342,STN_MUM_01,Mumbai,MALL,42.3,85.0,80.4,TYPE2_AC,11.0,False,34.33,33.4,218.47,233.25,1.068,0.4,0.0,NORMAL,False,False,AFTERNOON,False
CHG_73AD7D73B1,2026-08-04 16:59:56,2026-08-04 16:59:56,2026-08-04 17:44:47,JNY_836814900,USR_47904,STN_MUM_01,Mumbai,MALL,35.9,80.0,66.0,CHAdeMO,50.0,True,29.11,28.02,38.81,44.86,1.156,0.4,9.0,NORMAL,False,False,AFTERNOON,False
CHG_1C13F01E2D,2026-08-04 17:04:19,2026-08-04 17:04:19,2026-08-04 18:08:21,JNY_755614465,USR_92306,STN_DEL_03,Delhi,HIGHWAY,14.3,85.0,70.0,CCS2,90.0,True,49.49,47.39,38.49,64.04,1.664,0.2,5.0,POWER_LIMITATION,True,True,EVENING,False
CHG_B55556C8B0,2026-08-04 17:05:18,2026-08-04 17:05:18,2026-08-04 17:58:00,JNY_165113632,USR_77843,STN_GGN_02,Gurugram,MALL,44.5,85.0,74.4,CHAdeMO,50.0,True,30.13,29.43,42.18,52.71,1.25,0.4,10.0,NORMAL,False,False,EVENING,False
CHG_07915CA10F,2026-08-04 17:07:09,2026-08-04 17:07:09,2026-08-04 18:38:04,JNY_652155021,USR_80400,STN_GGN_02,Gurugram,MALL,13.7,90.0,69.7,CHAdeMO,50.0,True,53.18,50.7,78.0,90.92,1.166,0.2,2.0,NORMAL,False,False,EVENING,False
CHG_0A2403E09E,2026-08-04 17:08:52,2026-08-04 17:08:52,2026-08-04 17:50:57,JNY_173088745,USR_74224,STN_MUM_01,Mumbai,MALL,17.8,80.0,80.6,CCS2,120.0,True,50.13,48.54,27.85,42.1,1.511,0.2,7.0,MINOR_SLOWDOWN,True,True,EVENING,False
CHG_6ED5869296,2026-08-04 17:09:11,2026-08-04 17:09:11,2026-08-04 17:31:40,JNY_767926726,USR_93784,STN_JPR_01,Jaipur,MALL,22.7,85.0,78.5,CCS2,150.0,True,48.91,46.69,22.82,22.49,0.985,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_22CDA1B8C4,2026-08-04 17:12:45,2026-08-04 17:12:45,2026-08-04 19:26:09,JNY_952485106,USR_68941,STN_MUM_01,Mumbai,MALL,16.9,85.0,54.5,TYPE2_AC,22.0,False,37.11,35.27,118.09,133.41,1.13,0.2,5.0,NORMAL,False,False,EVENING,False
CHG_CFA0D2BBC1,2026-08-04 17:13:11,2026-08-04 17:13:11,2026-08-04 18:30:28,JNY_358964103,USR_67670,STN_GGN_02,Gurugram,MALL,18.8,85.0,88.2,CCS2,60.0,True,58.39,55.49,68.12,77.28,1.135,0.4,8.0,NORMAL,False,False,EVENING,False
CHG_EDDD1F82F2,2026-08-04 17:15:49,2026-08-04 17:15:49,2026-08-04 18:32:13,JNY_300379795,USR_43812,STN_GGN_01,Gurugram,OFFICE,11.8,85.0,80.3,CCS2,60.0,True,58.78,56.24,68.58,76.41,1.114,0.25,3.0,NORMAL,False,False,EVENING,False
CHG_6A75D913CC,2026-08-04 17:18:24,2026-08-04 17:18:24,2026-08-04 18:10:42,JNY_849739670,USR_31087,STN_GGN_01,Gurugram,OFFICE,18.7,80.0,75.7,CHAdeMO,75.0,True,46.4,44.12,41.25,52.31,1.268,0.25,2.0,NORMAL,False,False,EVENING,False
CHG_78A7288BEB,2026-08-04 17:24:45,2026-08-04 17:24:45,2026-08-04 17:45:39,JNY_995114947,USR_70078,STN_MUM_02,Mumbai,RESIDENTIAL,44.4,80.0,78.0,CCS2,90.0,True,27.77,26.78,20.57,20.91,1.017,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_D397E4EEB6,2026-08-04 17:26:13,2026-08-04 17:26:13,2026-08-04 19:14:57,JNY_841608236,USR_61525,STN_MUM_01,Mumbai,MALL,44.3,85.0,78.2,TYPE2_AC,22.0,False,31.83,30.37,101.27,108.74,1.074,0.6,0.0,NORMAL,False,False,EVENING,False
CHG_BBA708D2C2,2026-08-04 17:26:43,2026-08-04 17:26:43,2026-08-04 18:09:57,JNY_523164324,USR_54622,STN_MUM_01,Mumbai,MALL,19.5,80.0,90.0,CCS2,90.0,True,54.45,53.13,40.33,43.25,1.072,0.6,0.0,NORMAL,False,False,EVENING,False
CHG_E5B1C6D86B,2026-08-04 17:33:24,2026-08-04 17:33:24,2026-08-04 18:00:26,JNY_813645320,USR_91247,STN_DEL_02,Delhi,OFFICE,23.9,95.0,73.0,CCS2,150.0,True,51.9,48.94,26.53,27.05,1.02,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_18B3E8282C,2026-08-04 17:35:02,2026-08-04 17:35:02,2026-08-04 18:01:13,JNY_279989100,USR_18051,STN_MUM_02,Mumbai,RESIDENTIAL,46.8,85.0,66.8,CHAdeMO,75.0,True,25.52,24.16,23.82,26.19,1.1,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_4D2E7D89A5,2026-08-04 17:40:37,2026-08-04 17:40:37,2026-08-04 17:59:33,JNY_477168880,USR_87393,STN_GGN_02,Gurugram,MALL,34.6,80.0,55.2,CCS2,90.0,True,25.06,24.51,18.56,18.95,1.021,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_25C2BD08CA,2026-08-04 17:50:31,2026-08-04 17:50:31,2026-08-04 18:06:00,JNY_101311298,USR_60606,STN_MUM_02,Mumbai,RESIDENTIAL,49.7,85.0,86.8,CCS2,150.0,True,30.64,29.08,14.3,15.5,1.084,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_80556733EC,2026-08-04 17:55:25,2026-08-04 17:55:25,2026-08-04 18:33:12,JNY_957494248,USR_65131,STN_MUM_02,Mumbai,RESIDENTIAL,37.1,80.0,74.4,CCS2,60.0,True,31.92,30.78,35.46,37.79,1.066,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_2DC57939B4,2026-08-04 17:57:16,2026-08-04 17:57:16,2026-08-04 18:29:55,JNY_900127060,USR_13896,STN_JPR_02,Jaipur,HIGHWAY,27.6,85.0,72.0,CCS2,120.0,True,41.33,40.54,24.11,32.66,1.355,0.2,6.0,NORMAL,False,False,EVENING,False
CHG_6A5BFE8D1A,2026-08-04 18:05:03,2026-08-04 18:05:03,2026-08-04 18:35:27,JNY_133340913,USR_70320,STN_DEL_03,Delhi,HIGHWAY,20.2,85.0,90.0,CCS2,150.0,True,58.32,56.47,27.22,30.42,1.118,0.4,3.0,NORMAL,False,False,EVENING,False
CHG_313E563BC0,2026-08-04 18:15:05,2026-08-04 18:15:05,2026-08-04 20:19:31,JNY_956010314,USR_24409,STN_MUM_01,Mumbai,MALL,33.3,85.0,76.3,TYPE2_AC,22.0,False,39.45,38.83,125.51,124.44,0.991,0.6,0.0,NORMAL,False,False,EVENING,False
CHG_4B21FF9542,2026-08-04 18:29:49,2026-08-04 18:29:49,2026-08-04 18:53:24,JNY_490615834,USR_61162,STN_DEL_01,Delhi,MALL,42.9,80.0,90.0,CCS2,120.0,True,33.39,31.72,18.55,23.59,1.272,0.4,0.0,MINOR_SLOWDOWN,True,False,EVENING,False
CHG_DAE0DF0306,2026-08-04 18:32:58,2026-08-04 18:32:58,2026-08-04 18:49:17,JNY_991488101,USR_10782,STN_MUM_02,Mumbai,RESIDENTIAL,40.1,90.0,57.4,CCS2,120.0,True,28.64,27.58,17.5,16.33,0.933,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_21D26EE63A,2026-08-04 18:41:09,2026-08-04 18:41:09,2026-08-04 20:15:47,JNY_454912308,USR_43714,STN_BLR_01,Bengaluru,OFFICE,19.4,90.0,89.8,CCS2,60.0,True,63.4,59.87,77.49,94.64,1.221,0.25,8.0,NORMAL,False,False,EVENING,False
CHG_80A42EFB0A,2026-08-04 18:45:03,2026-08-04 18:45:03,2026-08-04 19:10:12,JNY_371134963,USR_24678,STN_JPR_01,Jaipur,MALL,36.8,90.0,70.6,CCS2,120.0,True,37.56,35.91,22.95,25.17,1.096,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_7D98EF7FA6,2026-08-04 18:47:13,2026-08-04 18:47:13,2026-08-05 00:47:13,JNY_750725322,USR_32839,STN_MUM_01,Mumbai,MALL,23.3,85.0,74.1,TYPE2_AC,11.0,False,45.72,44.93,290.94,360.0,1.237,0.2,13.0,NORMAL,False,False,EVENING,False
CHG_20CF7319C7,2026-08-04 18:48:58,2026-08-04 18:48:58,2026-08-04 20:29:42,JNY_722762580,USR_12944,STN_DEL_01,Delhi,MALL,28.3,95.0,66.8,CHAdeMO,50.0,True,44.56,42.45,68.32,100.75,1.475,0.2,17.0,NORMAL,False,False,EVENING,False
CHG_4957F5AF9D,2026-08-04 18:50:07,2026-08-04 18:50:07,2026-08-04 19:54:06,JNY_546855697,USR_99110,STN_JPR_01,Jaipur,MALL,33.7,80.0,87.2,CHAdeMO,50.0,True,40.37,39.88,53.83,64.0,1.189,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_AFB63D2C7F,2026-08-04 18:51:54,2026-08-04 18:51:54,2026-08-04 19:12:13,JNY_860841567,USR_90486,STN_MUM_02,Mumbai,RESIDENTIAL,53.7,80.0,88.3,CCS2,90.0,True,23.22,21.41,17.2,20.33,1.182,0.25,3.0,NORMAL,False,False,EVENING,False
CHG_AE93CA75E1,2026-08-04 18:52:27,2026-08-04 18:52:27,2026-08-04 19:00:40,JNY_619497668,USR_43304,STN_MUM_01,Mumbai,MALL,62.2,80.0,55.4,CCS2,120.0,True,9.86,9.53,5.48,8.22,1.501,0.0,11.0,NORMAL,False,True,EVENING,False
CHG_1998EF12E7,2026-08-04 18:52:58,2026-08-04 18:52:58,2026-08-04 19:23:56,JNY_908303034,USR_16502,STN_MUM_02,Mumbai,RESIDENTIAL,46.9,85.0,79.5,CHAdeMO,75.0,True,30.29,28.78,28.27,30.97,1.095,0.75,2.0,NORMAL,False,False,EVENING,False
CHG_24D7CA89C1,2026-08-04 19:05:48,2026-08-04 19:05:48,2026-08-04 19:31:08,JNY_609398911,USR_82439,STN_GGN_02,Gurugram,MALL,21.7,80.0,66.3,CCS2,120.0,True,38.65,37.11,21.47,25.34,1.18,0.2,4.0,NORMAL,False,False,EVENING,False
CHG_90486A39E8,2026-08-04 19:06:46,2026-08-04 19:06:46,2026-08-04 19:44:49,JNY_960843596,USR_70477,STN_MUM_01,Mumbai,MALL,35.6,80.0,90.0,CCS2,90.0,True,39.96,38.58,29.6,38.05,1.286,0.2,5.0,NORMAL,False,False,EVENING,False
CHG_989382DA8A,2026-08-04 19:08:40,2026-08-04 19:08:40,2026-08-04 19:38:01,JNY_415705526,USR_63572,STN_DEL_03,Delhi,HIGHWAY,43.4,85.0,80.3,CCS2,90.0,True,33.4,31.71,25.98,29.37,1.13,0.2,3.0,NORMAL,False,False,EVENING,False
CHG_1B65F82D14,2026-08-04 19:09:38,2026-08-04 19:09:38,2026-08-04 19:56:51,JNY_763957495,USR_85975,STN_JPR_02,Jaipur,HIGHWAY,42.1,80.0,79.3,CCS2,60.0,True,30.05,29.11,33.39,47.23,1.414,0.2,10.0,NORMAL,False,False,EVENING,False
CHG_D63ABCC1EB,2026-08-04 19:09:38,2026-08-04 19:09:38,2026-08-04 19:54:53,JNY_182270133,USR_94954,STN_BLR_01,Bengaluru,OFFICE,35.4,85.0,66.9,CHAdeMO,50.0,True,33.18,31.93,46.46,45.26,0.974,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_27A6B8A60B,2026-08-04 19:14:44,2026-08-04 19:14:44,2026-08-04 19:54:13,JNY_258146251,USR_78004,STN_DEL_01,Delhi,MALL,21.3,90.0,74.6,CCS2,120.0,True,51.25,48.77,31.32,39.49,1.261,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_C5F6E95676,2026-08-04 19:15:10,2026-08-04 19:15:10,2026-08-04 20:05:06,JNY_192588884,USR_77489,STN_DEL_01,Delhi,MALL,36.1,95.0,86.8,CCS2,120.0,True,51.13,49.15,32.66,49.94,1.529,0.0,45.0,NORMAL,False,True,EVENING,False
CHG_C5D09E7AED,2026-08-04 19:17:24,2026-08-04 19:17:24,2026-08-04 19:47:14,JNY_779258007,USR_63408,STN_DEL_02,Delhi,OFFICE,47.8,90.0,79.3,CCS2,90.0,True,33.46,32.3,27.27,29.84,1.094,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_BC1BF888D8,2026-08-04 19:17:41,2026-08-04 19:17:41,2026-08-04 20:12:33,JNY_186290979,USR_19660,STN_DEL_02,Delhi,OFFICE,39.7,85.0,89.2,CHAdeMO,50.0,True,40.41,38.71,56.57,54.88,0.97,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_EFC15492D0,2026-08-04 19:23:11,2026-08-04 19:23:11,2026-08-04 19:39:39,JNY_550422469,USR_19220,STN_JPR_01,Jaipur,MALL,60.3,85.0,64.6,CCS2,90.0,True,15.96,14.96,12.41,16.48,1.328,0.2,5.0,NORMAL,False,False,EVENING,False
CHG_24CCC426ED,2026-08-04 19:28:39,2026-08-04 19:28:39,2026-08-04 20:12:19,JNY_107834161,USR_32086,STN_JPR_02,Jaipur,HIGHWAY,34.7,80.0,61.5,CHAdeMO,50.0,True,27.86,27.05,37.15,43.68,1.176,0.2,7.0,NORMAL,False,False,EVENING,False
CHG_5CB2D8E74F,2026-08-04 19:35:25,2026-08-04 19:35:25,2026-08-04 20:20:45,JNY_330522185,USR_62589,STN_DEL_02,Delhi,OFFICE,48.7,90.0,86.9,CCS2,60.0,True,35.89,33.88,43.87,45.34,1.034,0.5,0.0,NORMAL,False,False,EVENING,False
CHG_00BED66118,2026-08-04 19:36:28,2026-08-04 19:36:28,2026-08-04 19:50:55,JNY_175379858,USR_39806,STN_DEL_01,Delhi,MALL,53.6,90.0,61.7,CCS2,120.0,True,22.46,21.54,13.72,14.45,1.053,0.4,0.0,NORMAL,False,False,EVENING,False
CHG_59C0F0F7D3,2026-08-04 19:41:09,2026-08-04 19:41:09,2026-08-04 20:15:51,JNY_787792715,USR_20415,STN_GGN_01,Gurugram,OFFICE,19.6,80.0,71.8,CCS2,90.0,True,43.37,41.6,32.12,34.71,1.08,1.0,4.0,NORMAL,False,False,EVENING,False
CHG_810E032B55,2026-08-04 19:41:42,2026-08-04 19:41:42,2026-08-04 20:35:17,JNY_825774913,USR_10421,STN_BLR_01,Bengaluru,OFFICE,25.0,80.0,75.8,CHAdeMO,50.0,True,41.69,40.8,55.59,53.59,0.964,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_9022FC02AB,2026-08-04 19:42:26,2026-08-04 19:42:26,2026-08-04 20:15:35,JNY_769940067,USR_21663,STN_JPR_02,Jaipur,HIGHWAY,39.3,90.0,83.3,CCS2,120.0,True,42.23,39.91,25.81,33.15,1.285,0.2,6.0,NORMAL,False,False,EVENING,False
CHG_4A38191276,2026-08-04 19:49:33,2026-08-04 19:49:33,2026-08-04 20:13:53,JNY_268627379,USR_98255,STN_DEL_02,Delhi,OFFICE,19.3,80.0,77.1,CCS2,120.0,True,46.8,45.3,26.0,24.34,0.936,0.75,0.0,NORMAL,False,False,EVENING,False
CHG_0B3A43CD5D,2026-08-04 19:55:21,2026-08-04 19:55:21,2026-08-04 20:39:31,JNY_998344700,USR_52814,STN_MUM_01,Mumbai,MALL,39.3,85.0,64.7,CCS2,60.0,True,29.57,27.96,34.5,44.17,1.281,0.2,8.0,NORMAL,False,False,EVENING,False
CHG_EBD5D928F3,2026-08-04 19:58:13,2026-08-04 19:58:13,2026-08-05 01:14:31,JNY_844746828,USR_50524,STN_DEL_02,Delhi,OFFICE,27.2,80.0,82.2,TYPE2_AC,11.0,False,43.4,41.68,263.04,316.3,1.202,1.0,0.0,MINOR_SLOWDOWN,True,False,EVENING,False
CHG_D86B31BE29,2026-08-04 20:02:19,2026-08-04 20:02:19,2026-08-04 20:36:46,JNY_570690552,USR_74587,STN_BLR_01,Bengaluru,OFFICE,37.9,85.0,84.8,CHAdeMO,75.0,True,39.94,38.7,37.28,34.46,0.924,1.0,0.0,NORMAL,False,False,EVENING,False
CHG_7DDEB6442C,2026-08-04 20:03:00,2026-08-04 20:03:00,2026-08-04 21:01:29,JNY_553317473,USR_39708,STN_GGN_02,Gurugram,MALL,17.5,80.0,63.3,CHAdeMO,50.0,True,39.56,38.62,52.75,58.48,1.109,0.4,0.0,NORMAL,False,False,EVENING,False
